Country Name,Country Code,Series Name,Series Code,2018 [YR2018],2019 [YR2019],2020 [YR2020]
Guatemala,GTM,"Population, male",SP.POP.TOTL.MA.IN,8049345,8178496,8306203
Guatemala,GTM,"Population, total",SP.POP.TOTL,16346950,16604026,16858333
Guatemala,GTM,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,76.937,77.151,..
Guatemala,GTM,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,71.119,71.382,..
Guinea,GIN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,61.185,61.602,..
Guinea,GIN,"Population, female",SP.POP.TOTL.FE.IN,6433224,6605171,6779558
Guinea,GIN,"Population, male",SP.POP.TOTL.MA.IN,5981068,6166075,6353234
Guinea,GIN,"Population, total",SP.POP.TOTL,12414292,12771246,13132792
Guinea,GIN,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,61.666,62.117,..
Guinea,GIN,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,60.477,60.855,..
Guinea-Bissau,GNB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,58.003,58.322,..
Guinea-Bissau,GNB,"Population, female",SP.POP.TOTL.FE.IN,959059,982054,1005303
Guinea-Bissau,GNB,"Population, male",SP.POP.TOTL.MA.IN,915245,938863,962695
Guinea-Bissau,GNB,"Population, total",SP.POP.TOTL,1874304,1920917,1967998
Guinea-Bissau,GNB,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,59.913,60.213,..
Guinea-Bissau,GNB,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,55.965,56.305,..
Guyana,GUY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.774,69.906,..
Guyana,GUY,"Population, female",SP.POP.TOTL.FE.IN,388008,389504,391010
Guyana,GUY,"Population, male",SP.POP.TOTL.MA.IN,390999,393271,395549
Guyana,GUY,"Population, total",SP.POP.TOTL,779007,782775,786559
Guyana,GUY,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,72.972,73.095,..
Guyana,GUY,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,66.783,66.927,..
Haiti,HTI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.66,64.001,..
Haiti,HTI,"Population, female",SP.POP.TOTL.FE.IN,5634138,5705483,5776088
Haiti,HTI,"Population, male",SP.POP.TOTL.MA.IN,5489045,5557596,5626445
Haiti,HTI,"Population, total",SP.POP.TOTL,11123183,11263079,11402533
Haiti,HTI,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,65.832,66.182,..
Haiti,HTI,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,61.5,61.831,..
Heavily indebted poor countries (HIPC),HPC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.1349911561301,63.4864553256302,..
Heavily indebted poor countries (HIPC),HPC,"Population, female",SP.POP.TOTL.FE.IN,391147790,401831117,412664816
Heavily indebted poor countries (HIPC),HPC,"Population, male",SP.POP.TOTL.MA.IN,389086663,399876902,410815222
Heavily indebted poor countries (HIPC),HPC,"Population, total",SP.POP.TOTL,780234453,801708019,823480038
Heavily indebted poor countries (HIPC),HPC,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,64.8891661614552,65.2570281542681,..
Heavily indebted poor countries (HIPC),HPC,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,61.3788208051737,61.7142691692755,..
High income,HIC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,80.7873397628661,80.8873668617946,..
High income,HIC,"Population, female",SP.POP.TOTL.FE.IN,605123010,607263564,609111672
High income,HIC,"Population, male",SP.POP.TOTL.MA.IN,599997524,602706383,604988295
High income,HIC,"Population, total",SP.POP.TOTL,1205941621,1210795776,1214930230
High income,HIC,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,83.4620457439469,83.5477203659476,..
High income,HIC,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,78.2848065442721,78.398813935209,..
Honduras,HND,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.088,75.27,..
Honduras,HND,"Population, female",SP.POP.TOTL.FE.IN,4798492,4877121,4955728
Honduras,HND,"Population, male",SP.POP.TOTL.MA.IN,4789031,4868994,4948880
Honduras,HND,"Population, total",SP.POP.TOTL,9587523,9746115,9904608
Honduras,HND,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,77.378,77.551,..
Honduras,HND,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,72.771,72.96,..
"Hong Kong SAR, China",HKG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,84.9341463414634,85.0780487804878,..
"Hong Kong SAR, China",HKG,"Population, female",SP.POP.TOTL.FE.IN,4018506,4056162,4049102
"Hong Kong SAR, China",HKG,"Population, male",SP.POP.TOTL.MA.IN,3432494,3451238,3432698
"Hong Kong SAR, China",HKG,"Population, total",SP.POP.TOTL,7451000,7507400,7481800
"Hong Kong SAR, China",HKG,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,87.7,88.1,..
"Hong Kong SAR, China",HKG,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,82.3,82.2,..
Hungary,HUN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.0658536585366,76.0219512195122,..
Hungary,HUN,"Population, female",SP.POP.TOTL.FE.IN,5125566,5121750,5108915
Hungary,HUN,"Population, male",SP.POP.TOTL.MA.IN,4649998,4649391,4640848
Hungary,HUN,"Population, total",SP.POP.TOTL,9775564,9771141,9749763
Hungary,HUN,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,79.6,79.3,..
Hungary,HUN,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,72.7,72.9,..
IBRD only,IBD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..,..,..
IBRD only,IBD,"Population, female",SP.POP.TOTL.FE.IN,..,..,..
IBRD only,IBD,"Population, male",SP.POP.TOTL.MA.IN,..,..,..
IBRD only,IBD,"Population, total",SP.POP.TOTL,..,..,..
IBRD only,IBD,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,..,..,..
IBRD only,IBD,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,..,..,..
Iceland,ISL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.8609756097561,82.5609756097561,..
Iceland,ISL,"Population, female",SP.POP.TOTL.FE.IN,175696,179525,182375
Iceland,ISL,"Population, male",SP.POP.TOTL.MA.IN,177025,181038,184050
Iceland,ISL,"Population, total",SP.POP.TOTL,352721,360563,366425
Iceland,ISL,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,84.5,84.2,..
Iceland,ISL,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,81.3,81,..
IDA & IBRD total,IBT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.0718835796461,71.2707806808856,..
IDA & IBRD total,IBT,"Population, female",SP.POP.TOTL.FE.IN,3170906441,3208832429,3246419008
IDA & IBRD total,IBT,"Population, male",SP.POP.TOTL.MA.IN,3238000559,3276079997,3313792876
IDA & IBRD total,IBT,"Population, total",SP.POP.TOTL,6410926655,6486925157,6562212357
IDA & IBRD total,IBT,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,73.298573412613,73.4937655849336,..
IDA & IBRD total,IBT,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,68.9827607972427,69.1816589948155,..
IDA blend,IDB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..,..,..
IDA blend,IDB,"Population, female",SP.POP.TOTL.FE.IN,..,..,..
IDA blend,IDB,"Population, male",SP.POP.TOTL.MA.IN,..,..,..
IDA blend,IDB,"Population, total",SP.POP.TOTL,..,..,..
IDA blend,IDB,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,..,..,..
IDA blend,IDB,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,..,..,..
IDA only,IDX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..,..,..
IDA only,IDX,"Population, female",SP.POP.TOTL.FE.IN,..,..,..
IDA only,IDX,"Population, male",SP.POP.TOTL.MA.IN,..,..,..
IDA only,IDX,"Population, total",SP.POP.TOTL,..,..,..
IDA only,IDX,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,..,..,..
IDA only,IDX,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,..,..,..
IDA total,IDA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..,..,..
IDA total,IDA,"Population, female",SP.POP.TOTL.FE.IN,..,..,..
IDA total,IDA,"Population, male",SP.POP.TOTL.MA.IN,..,..,..
IDA total,IDA,"Population, total",SP.POP.TOTL,..,..,..
IDA total,IDA,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,..,..,..
IDA total,IDA,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,..,..,..
India,IND,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.416,69.656,..
India,IND,"Population, female",SP.POP.TOTL.FE.IN,649586703,656288184,662903415
India,IND,"Population, male",SP.POP.TOTL.MA.IN,703055580,710129572,717100970
India,IND,"Population, total",SP.POP.TOTL,1352642283,1366417756,1380004385
India,IND,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,70.692,70.95,..
India,IND,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,68.239,68.464,..
Indonesia,IDN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.509,71.716,..
Indonesia,IDN,"Population, female",SP.POP.TOTL.FE.IN,132882052,134355806,135805760
Indonesia,IDN,"Population, male",SP.POP.TOTL.MA.IN,134788497,136269761,137717861
Indonesia,IDN,"Population, total",SP.POP.TOTL,267670549,270625567,273523621
Indonesia,IDN,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,73.748,73.967,..
Indonesia,IDN,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,69.375,69.572,..
"Iran, Islamic Rep.",IRN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.479,76.677,..
"Iran, Islamic Rep.",IRN,"Population, female",SP.POP.TOTL.FE.IN,40441309,41024003,41584547
"Iran, Islamic Rep.",IRN,"Population, male",SP.POP.TOTL.MA.IN,41358895,41889890,42408406
"Iran, Islamic Rep.",IRN,"Population, total",SP.POP.TOTL,81800204,82913893,83992953
"Iran, Islamic Rep.",IRN,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,77.668,77.885,..
"Iran, Islamic Rep.",IRN,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,75.409,75.593,..
Iraq,IRQ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.454,70.604,..
Iraq,IRQ,"Population, female",SP.POP.TOTL.FE.IN,18989537,19417975,19864725
Iraq,IRQ,"Population, male",SP.POP.TOTL.MA.IN,19444067,19891814,20357778
Iraq,IRQ,"Population, total",SP.POP.TOTL,38433604,39309789,40222503
Iraq,IRQ,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,72.486,72.652,..
Iraq,IRQ,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,68.429,68.565,..
Ireland,IRL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.2560975609756,82.3024390243903,..
Ireland,IRL,"Population, female",SP.POP.TOTL.FE.IN,2454369,2486201,2515113
Ireland,IRL,"Population, male",SP.POP.TOTL.MA.IN,2412947,2448139,2479611
Ireland,IRL,"Population, total",SP.POP.TOTL,4867316,4934340,4994724
Ireland,IRL,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,84.1,84.3,..
Ireland,IRL,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,80.5,80.4,..
Isle of Man,IMN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..,..,..
Isle of Man,IMN,"Population, female",SP.POP.TOTL.FE.IN,..,..,..
Isle of Man,IMN,"Population, male",SP.POP.TOTL.MA.IN,..,..,..
Isle of Man,IMN,"Population, total",SP.POP.TOTL,84073,84589,85032
Isle of Man,IMN,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,..,..,..
Isle of Man,IMN,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,..,..,..
Israel,ISR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.8024390243903,82.8048780487805,..
Israel,ISR,"Population, female",SP.POP.TOTL.FE.IN,4467882,4550763,4629378
Israel,ISR,"Population, male",SP.POP.TOTL.MA.IN,4414918,4503237,4587522
Israel,ISR,"Population, total",SP.POP.TOTL,8882800,9054000,9216900
Israel,ISR,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,84.8,84.7,..
Israel,ISR,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,80.9,81,..
Italy,ITA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,83.3463414634146,83.1975609756098,..
Italy,ITA,"Population, female",SP.POP.TOTL.FE.IN,31042688,30667514,30558291
Italy,ITA,"Population, male",SP.POP.TOTL.MA.IN,29379072,29061567,28995732
Italy,ITA,"Population, total",SP.POP.TOTL,60421760,59729081,59554023
Italy,ITA,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,85.6,85.4,..
Italy,ITA,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,81.2,81.1,..
Jamaica,JAM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.368,74.475,..
Jamaica,JAM,"Population, female",SP.POP.TOTL.FE.IN,1477400,1484557,1491520
Jamaica,JAM,"Population, male",SP.POP.TOTL.MA.IN,1457453,1463720,1469641
Jamaica,JAM,"Population, total",SP.POP.TOTL,2934853,2948277,2961161
Jamaica,JAM,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,75.993,76.118,..
Jamaica,JAM,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,72.787,72.868,..
Japan,JPN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,84.2109756097561,84.3563414634146,..
Japan,JPN,"Population, female",SP.POP.TOTL.FE.IN,64731350,64605360,64395674
Japan,JPN,"Population, male",SP.POP.TOTL.MA.IN,61797750,61659571,61440347
Japan,JPN,"Population, total",SP.POP.TOTL,126529100,126264931,125836021
Japan,JPN,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,87.32,87.45,..
Japan,JPN,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,81.25,81.41,..
Jordan,JOR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.405,74.526,..
Jordan,JOR,"Population, female",SP.POP.TOTL.FE.IN,4921841,4988482,5037161
Jordan,JOR,"Population, male",SP.POP.TOTL.MA.IN,5043481,5113215,5165979
Jordan,JOR,"Population, total",SP.POP.TOTL,9965322,10101697,10203140
Jordan,JOR,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,76.175,76.306,..
Jordan,JOR,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,72.73,72.839,..
Kazakhstan,KAZ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.15,73.18,..
Kazakhstan,KAZ,"Population, female",SP.POP.TOTL.FE.IN,9414472,9532235,9652308
Kazakhstan,KAZ,"Population, male",SP.POP.TOTL.MA.IN,8861980,8981438,9102132
Kazakhstan,KAZ,"Population, total",SP.POP.TOTL,18276452,18513673,18754440
Kazakhstan,KAZ,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,77.19,77.3,..
Kazakhstan,KAZ,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,68.84,68.82,..
Kenya,KEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,66.342,66.699,..
Kenya,KEN,"Population, female",SP.POP.TOTL.FE.IN,25858696,26451585,27052773
Kenya,KEN,"Population, male",SP.POP.TOTL.MA.IN,25533874,26122382,26718527
Kenya,KEN,"Population, total",SP.POP.TOTL,51392570,52573967,53771300
Kenya,KEN,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,68.684,69.049,..
Kenya,KEN,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,63.965,64.313,..
Kiribati,KIR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.116,68.369,..
Kiribati,KIR,"Population, female",SP.POP.TOTL.FE.IN,58904,59786,60702
Kiribati,KIR,"Population, male",SP.POP.TOTL.MA.IN,56938,57822,58744
Kiribati,KIR,"Population, total",SP.POP.TOTL,115842,117608,119446
Kiribati,KIR,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,72.113,72.342,..
Kiribati,KIR,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,64.001,64.248,..
"Korea, Dem. People's Rep.",PRK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.095,72.274,..
"Korea, Dem. People's Rep.",PRK,"Population, female",SP.POP.TOTL.FE.IN,13054278,13113396,13170436
"Korea, Dem. People's Rep.",PRK,"Population, male",SP.POP.TOTL.MA.IN,12495328,12552762,12608379
"Korea, Dem. People's Rep.",PRK,"Population, total",SP.POP.TOTL,25549606,25666158,25778815
"Korea, Dem. People's Rep.",PRK,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,75.549,75.744,..
"Korea, Dem. People's Rep.",PRK,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,68.435,68.615,..
"Korea, Rep.",KOR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.6268292682927,83.2268292682927,..
"Korea, Rep.",KOR,"Population, female",SP.POP.TOTL.FE.IN,25760422,25817405,25858715
"Korea, Rep.",KOR,"Population, male",SP.POP.TOTL.MA.IN,25846211,25891693,25921864
"Korea, Rep.",KOR,"Population, total",SP.POP.TOTL,51606633,51709098,51780579
"Korea, Rep.",KOR,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,85.7,86.3,..
"Korea, Rep.",KOR,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,79.7,80.3,..
Kosovo,XKX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.2439024390244,72.4951219512195,..
Kosovo,XKX,"Population, female",SP.POP.TOTL.FE.IN,..,..,..
Kosovo,XKX,"Population, male",SP.POP.TOTL.MA.IN,..,..,..
Kosovo,XKX,"Population, total",SP.POP.TOTL,1797085,1788878,1775378
Kosovo,XKX,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,74.6,74.8,..
Kosovo,XKX,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,70,70.3,..
Kuwait,KWT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.398,75.489,..
Kuwait,KWT,"Population, female",SP.POP.TOTL.FE.IN,1636232,1644022,1656117
Kuwait,KWT,"Population, male",SP.POP.TOTL.MA.IN,2501082,2563055,2614446
Kuwait,KWT,"Population, total",SP.POP.TOTL,4137314,4207077,4270563
Kuwait,KWT,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,76.467,76.58,..
Kuwait,KWT,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,74.672,74.76,..
Kyrgyz Republic,KGZ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.4,71.6,..
Kyrgyz Republic,KGZ,"Population, female",SP.POP.TOTL.FE.IN,3194586,3262337,3330985
Kyrgyz Republic,KGZ,"Population, male",SP.POP.TOTL.MA.IN,3128214,3193863,3260615
Kyrgyz Republic,KGZ,"Population, total",SP.POP.TOTL,6322800,6456200,6591600
Kyrgyz Republic,KGZ,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,75.6,75.8,..
Kyrgyz Republic,KGZ,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,67.4,67.6,..
Lao PDR,LAO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.61,67.923,..
Lao PDR,LAO,"Population, female",SP.POP.TOTL.FE.IN,3515875,3570428,3623762
Lao PDR,LAO,"Population, male",SP.POP.TOTL.MA.IN,3545623,3599028,3651794
Lao PDR,LAO,"Population, total",SP.POP.TOTL,7061498,7169456,7275556
Lao PDR,LAO,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,69.417,69.746,..
Lao PDR,LAO,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,65.838,66.142,..
Late-demographic dividend,LTE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.2247835264612,76.4341132317575,..
Late-demographic dividend,LTE,"Population, female",SP.POP.TOTL.FE.IN,1132605640,1138047762,1142902500
Late-demographic dividend,LTE,"Population, male",SP.POP.TOTL.MA.IN,1155245775,1160448162,1164984895
Late-demographic dividend,LTE,"Population, total",SP.POP.TOTL,2287851415,2298495924,2307887395
Late-demographic dividend,LTE,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,79.0651286009754,79.2554073100572,..
Late-demographic dividend,LTE,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,73.5877830620406,73.8078438390288,..
Latin America & Caribbean,LCN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.4408494044772,75.6014950394695,..
Latin America & Caribbean,LCN,"Population, female",SP.POP.TOTL.FE.IN,325196640,328271450,331289258
Latin America & Caribbean,LCN,"Population, male",SP.POP.TOTL.MA.IN,314953330,317822784,320647738
Latin America & Caribbean,LCN,"Population, total",SP.POP.TOTL,640483586,646430786,652276325
Latin America & Caribbean,LCN,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,78.6180518255572,78.760349122548,..
Latin America & Caribbean,LCN,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,72.2848892539946,72.4607995221206,..
Latin America & Caribbean (excluding high income),LAC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.4225013698511,75.591326387177,..
Latin America & Caribbean (excluding high income),LAC,"Population, female",SP.POP.TOTL.FE.IN,296313124,299420872,302366378
Latin America & Caribbean (excluding high income),LAC,"Population, male",SP.POP.TOTL.MA.IN,287047338,290011062,292804597
Latin America & Caribbean (excluding high income),LAC,"Population, total",SP.POP.TOTL,583432088,589503742,595242966
Latin America & Caribbean (excluding high income),LAC,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,78.5857833429612,78.7388349989776,..
Latin America & Caribbean (excluding high income),LAC,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,72.2775429396457,72.4593960050324,..
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.3573280274652,75.5203877691048,..
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Population, female",SP.POP.TOTL.FE.IN,317270579,320342271,323359375
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Population, male",SP.POP.TOTL.MA.IN,307303433,310177858,313008282
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Population, total",SP.POP.TOTL,624698076,630644771,636492840
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,78.5554720327692,78.6997165988125,..
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,72.1799228938422,72.3587029004017,..
Latvia,LVA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.7829268292683,75.2390243902439,..
Latvia,LVA,"Population, female",SP.POP.TOTL.FE.IN,1040870,1032613,1025139
Latvia,LVA,"Population, male",SP.POP.TOTL.MA.IN,886304,881209,876409
Latvia,LVA,"Population, total",SP.POP.TOTL,1927174,1913822,1901548
Latvia,LVA,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,79.7,79.9,..
Latvia,LVA,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,70.1,70.8,..
Least developed countries: UN classification,LDC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,65.0398012378038,65.3454212391279,..
Least developed countries: UN classification,LDC,"Population, female",SP.POP.TOTL.FE.IN,507600624,519431482,531415790
Least developed countries: UN classification,LDC,"Population, male",SP.POP.TOTL.MA.IN,502079123,513945731,526010581
Least developed countries: UN classification,LDC,"Population, total",SP.POP.TOTL,1009691252,1033388868,1057438163
Least developed countries: UN classification,LDC,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,66.9347078501523,67.25647714899,..
Least developed countries: UN classification,LDC,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,63.1827439137974,63.4712073003774,..
Lebanon,LBN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,78.875,78.93,..
Lebanon,LBN,"Population, female",SP.POP.TOTL.FE.IN,3409524,3406463,3389696
Lebanon,LBN,"Population, male",SP.POP.TOTL.MA.IN,3449884,3449246,3435746
Lebanon,LBN,"Population, total",SP.POP.TOTL,6859408,6855709,6825442
Lebanon,LBN,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,80.821,80.869,..
Lebanon,LBN,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,77.076,77.14,..
Lesotho,LSO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,53.705,54.331,..
Lesotho,LSO,"Population, female",SP.POP.TOTL.FE.IN,1069278,1077323,1085302
Lesotho,LSO,"Population, male",SP.POP.TOTL.MA.IN,1039049,1047944,1056950
Lesotho,LSO,"Population, total",SP.POP.TOTL,2108327,2125267,2142252
Lesotho,LSO,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,56.954,57.58,..
Lesotho,LSO,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,50.582,51.201,..
Liberia,LBR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.73,64.104,..
Liberia,LBR,"Population, female",SP.POP.TOTL.FE.IN,2398322,2456258,2515138
Liberia,LBR,"Population, male",SP.POP.TOTL.MA.IN,2420654,2481116,2542539
Liberia,LBR,"Population, total",SP.POP.TOTL,4818976,4937374,5057677
Liberia,LBR,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,65.114,65.497,..
Liberia,LBR,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,62.347,62.715,..
Libya,LBY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.724,72.913,..
Libya,LBY,"Population, female",SP.POP.TOTL.FE.IN,3304807,3354834,3402550
Libya,LBY,"Population, male",SP.POP.TOTL.MA.IN,3373758,3422619,3468737
Libya,LBY,"Population, total",SP.POP.TOTL,6678565,6777453,6871287
Libya,LBY,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,75.788,75.951,..
Libya,LBY,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,69.895,70.097,..
Liechtenstein,LIE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,83.0414634146342,83.0414634146342,..
Liechtenstein,LIE,"Population, female",SP.POP.TOTL.FE.IN,..,..,..
Liechtenstein,LIE,"Population, male",SP.POP.TOTL.MA.IN,..,..,..
Liechtenstein,LIE,"Population, total",SP.POP.TOTL,37918,38020,38137
Liechtenstein,LIE,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,85.5,85.5,..
Liechtenstein,LIE,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,80.7,80.7,..
Lithuania,LTU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.6804878048781,76.1341463414634,..
Lithuania,LTU,"Population, female",SP.POP.TOTL.FE.IN,1507005,1501699,1501199
