Country Name,Country Code,Series,Series Code,2018 [YR2018],2019 [YR2019],2020 [YR2020]
Equatorial Guinea,GNQ,Labor force with basic education (% of total labor force),SL.TLF.BASC.ZS,..,..,..
Equatorial Guinea,GNQ,Labor force with intermediate education (% of total labor force ),SL.TLF.INTM.ZS,..,..,..
Equatorial Guinea,GNQ,"Labor force, total",SL.TLF.TOTL.IN,508396,529818,..
Eritrea,ERI,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..
Eritrea,ERI,"Government expenditure on education not specified by level, US$ (millions)",UIS.X.US.UK.FSGOV,..,..,..
Eritrea,ERI,Internet users (per 100 people),IT.NET.USER.P2,..,..,..
Eritrea,ERI,Labor force with advanced education (% of total labor force),SL.TLF.ADVN.ZS,..,..,..
Eritrea,ERI,Labor force with basic education (% of total labor force),SL.TLF.BASC.ZS,..,..,..
Eritrea,ERI,Labor force with intermediate education (% of total labor force ),SL.TLF.INTM.ZS,..,..,..
Eritrea,ERI,"Labor force, total",SL.TLF.TOTL.IN,..,..,..
Estonia,EST,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..
Estonia,EST,"Government expenditure on education not specified by level, US$ (millions)",UIS.X.US.UK.FSGOV,..,..,..
Estonia,EST,Internet users (per 100 people),IT.NET.USER.P2,89.35700777,..,..
Estonia,EST,Labor force with advanced education (% of total labor force),SL.TLF.ADVN.ZS,81.5042037963867,..,..
Estonia,EST,Labor force with basic education (% of total labor force),SL.TLF.BASC.ZS,44.9537010192871,..,..
Estonia,EST,Labor force with intermediate education (% of total labor force ),SL.TLF.INTM.ZS,75.1698989868164,..,..
Estonia,EST,"Labor force, total",SL.TLF.TOTL.IN,705816,699160,..
Eswatini,SWZ,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..
Eswatini,SWZ,"Government expenditure on education not specified by level, US$ (millions)",UIS.X.US.UK.FSGOV,..,..,..
Eswatini,SWZ,Internet users (per 100 people),IT.NET.USER.P2,..,..,..
Eswatini,SWZ,Labor force with advanced education (% of total labor force),SL.TLF.ADVN.ZS,..,..,..
Eswatini,SWZ,Labor force with basic education (% of total labor force),SL.TLF.BASC.ZS,..,..,..
Eswatini,SWZ,Labor force with intermediate education (% of total labor force ),SL.TLF.INTM.ZS,..,..,..
Eswatini,SWZ,"Labor force, total",SL.TLF.TOTL.IN,367535,374886,..
Ethiopia,ETH,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..
Ethiopia,ETH,"Government expenditure on education not specified by level, US$ (millions)",UIS.X.US.UK.FSGOV,..,..,..
Ethiopia,ETH,Internet users (per 100 people),IT.NET.USER.P2,..,..,..
Ethiopia,ETH,Labor force with advanced education (% of total labor force),SL.TLF.ADVN.ZS,..,..,..
Ethiopia,ETH,Labor force with basic education (% of total labor force),SL.TLF.BASC.ZS,..,..,..
Ethiopia,ETH,Labor force with intermediate education (% of total labor force ),SL.TLF.INTM.ZS,..,..,..
Ethiopia,ETH,"Labor force, total",SL.TLF.TOTL.IN,51412462,53195087,..
Euro area,EMU,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..
Euro area,EMU,"Government expenditure on education not specified by level, US$ (millions)",UIS.X.US.UK.FSGOV,..,..,..
Euro area,EMU,Internet users (per 100 people),IT.NET.USER.P2,83.784265791303,..,..
Euro area,EMU,Labor force with advanced education (% of total labor force),SL.TLF.ADVN.ZS,76.4900940849463,..,..
Euro area,EMU,Labor force with basic education (% of total labor force),SL.TLF.BASC.ZS,37.0443366077901,..,..
Euro area,EMU,Labor force with intermediate education (% of total labor force ),SL.TLF.INTM.ZS,64.1258575367968,..,..
Euro area,EMU,"Labor force, total",SL.TLF.TOTL.IN,165311563,164928557,..
Europe & Central Asia,ECS,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..
Europe & Central Asia,ECS,"Government expenditure on education not specified by level, US$ (millions)",UIS.X.US.UK.FSGOV,..,..,..
Europe & Central Asia,ECS,Internet users (per 100 people),IT.NET.USER.P2,81.6900882575112,..,..
Europe & Central Asia,ECS,Labor force with advanced education (% of total labor force),SL.TLF.ADVN.ZS,75.7629235798354,..,..
Europe & Central Asia,ECS,Labor force with basic education (% of total labor force),SL.TLF.BASC.ZS,36.4499183115715,..,..
Europe & Central Asia,ECS,Labor force with intermediate education (% of total labor force ),SL.TLF.INTM.ZS,65.8673344472886,..,..
Europe & Central Asia,ECS,"Labor force, total",SL.TLF.TOTL.IN,439254760,438818373,..
Europe & Central Asia (excluding high income),ECA,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..
Europe & Central Asia (excluding high income),ECA,"Government expenditure on education not specified by level, US$ (millions)",UIS.X.US.UK.FSGOV,..,..,..
Europe & Central Asia (excluding high income),ECA,Internet users (per 100 people),IT.NET.USER.P2,76.4863910014852,..,..
Europe & Central Asia (excluding high income),ECA,Labor force with advanced education (% of total labor force),SL.TLF.ADVN.ZS,71.9480443005733,..,..
Europe & Central Asia (excluding high income),ECA,Labor force with basic education (% of total labor force),SL.TLF.BASC.ZS,32.2760955202075,..,..
Europe & Central Asia (excluding high income),ECA,Labor force with intermediate education (% of total labor force ),SL.TLF.INTM.ZS,66.4029844883344,..,..
Europe & Central Asia (excluding high income),ECA,"Labor force, total",SL.TLF.TOTL.IN,193001531,192863387,..
Europe & Central Asia (IDA & IBRD countries),TEC,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..
Europe & Central Asia (IDA & IBRD countries),TEC,"Government expenditure on education not specified by level, US$ (millions)",UIS.X.US.UK.FSGOV,..,..,..
Europe & Central Asia (IDA & IBRD countries),TEC,Internet users (per 100 people),IT.NET.USER.P2,..,..,..
Europe & Central Asia (IDA & IBRD countries),TEC,Labor force with advanced education (% of total labor force),SL.TLF.ADVN.ZS,..,..,..
Europe & Central Asia (IDA & IBRD countries),TEC,Labor force with basic education (% of total labor force),SL.TLF.BASC.ZS,..,..,..
Europe & Central Asia (IDA & IBRD countries),TEC,Labor force with intermediate education (% of total labor force ),SL.TLF.INTM.ZS,..,..,..
Europe & Central Asia (IDA & IBRD countries),TEC,"Labor force, total",SL.TLF.TOTL.IN,..,..,..
European Union,EUU,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..
European Union,EUU,"Government expenditure on education not specified by level, US$ (millions)",UIS.X.US.UK.FSGOV,..,..,..
European Union,EUU,Internet users (per 100 people),IT.NET.USER.P2,..,..,..
European Union,EUU,Labor force with advanced education (% of total labor force),SL.TLF.ADVN.ZS,..,..,..
European Union,EUU,Labor force with basic education (% of total labor force),SL.TLF.BASC.ZS,..,..,..
European Union,EUU,Labor force with intermediate education (% of total labor force ),SL.TLF.INTM.ZS,..,..,..
European Union,EUU,"Labor force, total",SL.TLF.TOTL.IN,..,..,..
Faroe Islands,FRO,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..
Faroe Islands,FRO,"Government expenditure on education not specified by level, US$ (millions)",UIS.X.US.UK.FSGOV,..,..,..
Faroe Islands,FRO,Internet users (per 100 people),IT.NET.USER.P2,..,..,..
Faroe Islands,FRO,Labor force with advanced education (% of total labor force),SL.TLF.ADVN.ZS,..,..,..
Faroe Islands,FRO,Labor force with basic education (% of total labor force),SL.TLF.BASC.ZS,..,..,..
Faroe Islands,FRO,Labor force with intermediate education (% of total labor force ),SL.TLF.INTM.ZS,..,..,..
Faroe Islands,FRO,"Labor force, total",SL.TLF.TOTL.IN,..,..,..
Fiji,FJI,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..
Fiji,FJI,"Government expenditure on education not specified by level, US$ (millions)",UIS.X.US.UK.FSGOV,..,..,..
Fiji,FJI,Internet users (per 100 people),IT.NET.USER.P2,..,..,..
Fiji,FJI,Labor force with advanced education (% of total labor force),SL.TLF.ADVN.ZS,..,..,..
Fiji,FJI,Labor force with basic education (% of total labor force),SL.TLF.BASC.ZS,..,..,..
Fiji,FJI,Labor force with intermediate education (% of total labor force ),SL.TLF.INTM.ZS,..,..,..
Fiji,FJI,"Labor force, total",SL.TLF.TOTL.IN,359311,362574,..
Finland,FIN,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..
Finland,FIN,"Government expenditure on education not specified by level, US$ (millions)",UIS.X.US.UK.FSGOV,..,..,..
Finland,FIN,Internet users (per 100 people),IT.NET.USER.P2,88.88996,..,..
Finland,FIN,Labor force with advanced education (% of total labor force),SL.TLF.ADVN.ZS,73.7761993408203,..,..
Finland,FIN,Labor force with basic education (% of total labor force),SL.TLF.BASC.ZS,27.414400100708,..,..
Finland,FIN,Labor force with intermediate education (% of total labor force ),SL.TLF.INTM.ZS,66.1644973754883,..,..
Finland,FIN,"Labor force, total",SL.TLF.TOTL.IN,2742737,2745494,..
Fragile and conflict affected situations,FCS,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..
Fragile and conflict affected situations,FCS,"Government expenditure on education not specified by level, US$ (millions)",UIS.X.US.UK.FSGOV,..,..,..
Fragile and conflict affected situations,FCS,Internet users (per 100 people),IT.NET.USER.P2,..,..,..
Fragile and conflict affected situations,FCS,Labor force with advanced education (% of total labor force),SL.TLF.ADVN.ZS,..,..,..
Fragile and conflict affected situations,FCS,Labor force with basic education (% of total labor force),SL.TLF.BASC.ZS,..,..,..
Fragile and conflict affected situations,FCS,Labor force with intermediate education (% of total labor force ),SL.TLF.INTM.ZS,..,..,..
Fragile and conflict affected situations,FCS,"Labor force, total",SL.TLF.TOTL.IN,..,..,..
France,FRA,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..
France,FRA,"Government expenditure on education not specified by level, US$ (millions)",UIS.X.US.UK.FSGOV,..,..,..
France,FRA,Internet users (per 100 people),IT.NET.USER.P2,82.04353422,..,..
France,FRA,Labor force with advanced education (% of total labor force),SL.TLF.ADVN.ZS,76.5961990356445,..,..
France,FRA,Labor force with basic education (% of total labor force),SL.TLF.BASC.ZS,29.6240005493164,..,..
France,FRA,Labor force with intermediate education (% of total labor force ),SL.TLF.INTM.ZS,60.5838012695313,..,..
France,FRA,"Labor force, total",SL.TLF.TOTL.IN,30396906,30454910,..
French Polynesia,PYF,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..
French Polynesia,PYF,"Government expenditure on education not specified by level, US$ (millions)",UIS.X.US.UK.FSGOV,..,..,..
French Polynesia,PYF,Internet users (per 100 people),IT.NET.USER.P2,..,..,..
French Polynesia,PYF,Labor force with advanced education (% of total labor force),SL.TLF.ADVN.ZS,..,..,..
French Polynesia,PYF,Labor force with basic education (% of total labor force),SL.TLF.BASC.ZS,..,..,..
French Polynesia,PYF,Labor force with intermediate education (% of total labor force ),SL.TLF.INTM.ZS,..,..,..
French Polynesia,PYF,"Labor force, total",SL.TLF.TOTL.IN,116929,117018,..
Gabon,GAB,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..
Gabon,GAB,"Government expenditure on education not specified by level, US$ (millions)",UIS.X.US.UK.FSGOV,..,..,..
Gabon,GAB,Internet users (per 100 people),IT.NET.USER.P2,..,..,..
Gabon,GAB,Labor force with advanced education (% of total labor force),SL.TLF.ADVN.ZS,..,..,..
Gabon,GAB,Labor force with basic education (% of total labor force),SL.TLF.BASC.ZS,..,..,..
Gabon,GAB,Labor force with intermediate education (% of total labor force ),SL.TLF.INTM.ZS,..,..,..
Gabon,GAB,"Labor force, total",SL.TLF.TOTL.IN,702504,722017,..
"Gambia, The",GMB,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,2.4203,..,..
"Gambia, The",GMB,"Government expenditure on education not specified by level, US$ (millions)",UIS.X.US.UK.FSGOV,..,..,..
"Gambia, The",GMB,Internet users (per 100 people),IT.NET.USER.P2,..,..,..
"Gambia, The",GMB,Labor force with advanced education (% of total labor force),SL.TLF.ADVN.ZS,..,..,..
"Gambia, The",GMB,Labor force with basic education (% of total labor force),SL.TLF.BASC.ZS,..,..,..
"Gambia, The",GMB,Labor force with intermediate education (% of total labor force ),SL.TLF.INTM.ZS,..,..,..
"Gambia, The",GMB,"Labor force, total",SL.TLF.TOTL.IN,752678,779341,..
Georgia,GEO,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,3.52106,..,..
Georgia,GEO,"Government expenditure on education not specified by level, US$ (millions)",UIS.X.US.UK.FSGOV,0,..,..
Georgia,GEO,Internet users (per 100 people),IT.NET.USER.P2,63.96862952,..,..
Georgia,GEO,Labor force with advanced education (% of total labor force),SL.TLF.ADVN.ZS,72.1043014526367,..,..
Georgia,GEO,Labor force with basic education (% of total labor force),SL.TLF.BASC.ZS,36.249698638916,..,..
Georgia,GEO,Labor force with intermediate education (% of total labor force ),SL.TLF.INTM.ZS,65.4527969360352,..,..
Georgia,GEO,"Labor force, total",SL.TLF.TOTL.IN,2040890,2032818,..
Germany,DEU,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..
Germany,DEU,"Government expenditure on education not specified by level, US$ (millions)",UIS.X.US.UK.FSGOV,..,..,..
Germany,DEU,Internet users (per 100 people),IT.NET.USER.P2,89.73912104,..,..
Germany,DEU,Labor force with advanced education (% of total labor force),SL.TLF.ADVN.ZS,73.4419021606445,..,..
Germany,DEU,Labor force with basic education (% of total labor force),SL.TLF.BASC.ZS,39.2988014221191,..,..
Germany,DEU,Labor force with intermediate education (% of total labor force ),SL.TLF.INTM.ZS,64.2192001342773,..,..
Germany,DEU,"Labor force, total",SL.TLF.TOTL.IN,43560137,43406284,..
Ghana,GHA,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,3.98944,..,..
Ghana,GHA,"Government expenditure on education not specified by level, US$ (millions)",UIS.X.US.UK.FSGOV,..,..,..
Ghana,GHA,Internet users (per 100 people),IT.NET.USER.P2,..,..,..
Ghana,GHA,Labor force with advanced education (% of total labor force),SL.TLF.ADVN.ZS,..,..,..
Ghana,GHA,Labor force with basic education (% of total labor force),SL.TLF.BASC.ZS,..,..,..
Ghana,GHA,Labor force with intermediate education (% of total labor force ),SL.TLF.INTM.ZS,..,..,..
Ghana,GHA,"Labor force, total",SL.TLF.TOTL.IN,12611514,12916874,..
Gibraltar,GIB,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..
Gibraltar,GIB,"Government expenditure on education not specified by level, US$ (millions)",UIS.X.US.UK.FSGOV,..,..,..
Gibraltar,GIB,Internet users (per 100 people),IT.NET.USER.P2,..,..,..
Gibraltar,GIB,Labor force with advanced education (% of total labor force),SL.TLF.ADVN.ZS,..,..,..
Gibraltar,GIB,Labor force with basic education (% of total labor force),SL.TLF.BASC.ZS,..,..,..
Gibraltar,GIB,Labor force with intermediate education (% of total labor force ),SL.TLF.INTM.ZS,..,..,..
Gibraltar,GIB,"Labor force, total",SL.TLF.TOTL.IN,..,..,..
Global Partnership for Education,FTI,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..
Global Partnership for Education,FTI,"Government expenditure on education not specified by level, US$ (millions)",UIS.X.US.UK.FSGOV,..,..,..
Global Partnership for Education,FTI,Internet users (per 100 people),IT.NET.USER.P2,..,..,..
Global Partnership for Education,FTI,Labor force with advanced education (% of total labor force),SL.TLF.ADVN.ZS,..,..,..
Global Partnership for Education,FTI,Labor force with basic education (% of total labor force),SL.TLF.BASC.ZS,..,..,..
Global Partnership for Education,FTI,Labor force with intermediate education (% of total labor force ),SL.TLF.INTM.ZS,..,..,..
Global Partnership for Education,FTI,"Labor force, total",SL.TLF.TOTL.IN,..,..,..
Greece,GRC,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..
Greece,GRC,"Government expenditure on education not specified by level, US$ (millions)",UIS.X.US.UK.FSGOV,..,..,..
Greece,GRC,Internet users (per 100 people),IT.NET.USER.P2,72.9520942,..,..
Greece,GRC,Labor force with advanced education (% of total labor force),SL.TLF.ADVN.ZS,76.1411972045898,..,..
Greece,GRC,Labor force with basic education (% of total labor force),SL.TLF.BASC.ZS,31.790599822998,..,..
Greece,GRC,Labor force with intermediate education (% of total labor force ),SL.TLF.INTM.ZS,60.4261016845703,..,..
Greece,GRC,"Labor force, total",SL.TLF.TOTL.IN,4803828,4767741,..
Greenland,GRL,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..
Greenland,GRL,"Government expenditure on education not specified by level, US$ (millions)",UIS.X.US.UK.FSGOV,..,..,..
Greenland,GRL,Internet users (per 100 people),IT.NET.USER.P2,..,..,..
Greenland,GRL,Labor force with advanced education (% of total labor force),SL.TLF.ADVN.ZS,..,..,..
Greenland,GRL,Labor force with basic education (% of total labor force),SL.TLF.BASC.ZS,..,..,..
Greenland,GRL,Labor force with intermediate education (% of total labor force ),SL.TLF.INTM.ZS,..,..,..
Greenland,GRL,"Labor force, total",SL.TLF.TOTL.IN,..,..,..
Grenada,GRD,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..
Grenada,GRD,"Government expenditure on education not specified by level, US$ (millions)",UIS.X.US.UK.FSGOV,..,..,..
Grenada,GRD,Internet users (per 100 people),IT.NET.USER.P2,..,..,..
Grenada,GRD,Labor force with advanced education (% of total labor force),SL.TLF.ADVN.ZS,..,..,..
Grenada,GRD,Labor force with basic education (% of total labor force),SL.TLF.BASC.ZS,..,..,..
Grenada,GRD,Labor force with intermediate education (% of total labor force ),SL.TLF.INTM.ZS,..,..,..
Grenada,GRD,"Labor force, total",SL.TLF.TOTL.IN,..,..,..
Guam,GUM,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..
Guam,GUM,"Government expenditure on education not specified by level, US$ (millions)",UIS.X.US.UK.FSGOV,..,..,..
Guam,GUM,Internet users (per 100 people),IT.NET.USER.P2,..,..,..
Guam,GUM,Labor force with advanced education (% of total labor force),SL.TLF.ADVN.ZS,..,..,..
Guam,GUM,Labor force with basic education (% of total labor force),SL.TLF.BASC.ZS,..,..,..
Guam,GUM,Labor force with intermediate education (% of total labor force ),SL.TLF.INTM.ZS,..,..,..
Guam,GUM,"Labor force, total",SL.TLF.TOTL.IN,80919,81798,..
Guatemala,GTM,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,3.14093,3.2122,..
Guatemala,GTM,"Government expenditure on education not specified by level, US$ (millions)",UIS.X.US.UK.FSGOV,97.317,91.90524,..
Guatemala,GTM,Internet users (per 100 people),IT.NET.USER.P2,..,..,..
Guatemala,GTM,Labor force with advanced education (% of total labor force),SL.TLF.ADVN.ZS,..,..,..
Guatemala,GTM,Labor force with basic education (% of total labor force),SL.TLF.BASC.ZS,..,..,..
Guatemala,GTM,Labor force with intermediate education (% of total labor force ),SL.TLF.INTM.ZS,..,..,..
Guatemala,GTM,"Labor force, total",SL.TLF.TOTL.IN,7048674,7250681,..
Guinea,GIN,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,2.31594,..,..
Guinea,GIN,"Government expenditure on education not specified by level, US$ (millions)",UIS.X.US.UK.FSGOV,0,..,..
Guinea,GIN,Internet users (per 100 people),IT.NET.USER.P2,..,..,..
Guinea,GIN,Labor force with advanced education (% of total labor force),SL.TLF.ADVN.ZS,..,..,..
Guinea,GIN,Labor force with basic education (% of total labor force),SL.TLF.BASC.ZS,..,..,..
Guinea,GIN,Labor force with intermediate education (% of total labor force ),SL.TLF.INTM.ZS,..,..,..
Guinea,GIN,"Labor force, total",SL.TLF.TOTL.IN,4285745,4443986,..
Guinea-Bissau,GNB,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..
Guinea-Bissau,GNB,"Government expenditure on education not specified by level, US$ (millions)",UIS.X.US.UK.FSGOV,..,..,..
Guinea-Bissau,GNB,Internet users (per 100 people),IT.NET.USER.P2,..,..,..
Guinea-Bissau,GNB,Labor force with advanced education (% of total labor force),SL.TLF.ADVN.ZS,..,..,..
Guinea-Bissau,GNB,Labor force with basic education (% of total labor force),SL.TLF.BASC.ZS,..,..,..
Guinea-Bissau,GNB,Labor force with intermediate education (% of total labor force ),SL.TLF.INTM.ZS,..,..,..
Guinea-Bissau,GNB,"Labor force, total",SL.TLF.TOTL.IN,777324,799520,..
Guyana,GUY,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,5.49358,..,..
Guyana,GUY,"Government expenditure on education not specified by level, US$ (millions)",UIS.X.US.UK.FSGOV,..,..,..
Guyana,GUY,Internet users (per 100 people),IT.NET.USER.P2,..,..,..
Guyana,GUY,Labor force with advanced education (% of total labor force),SL.TLF.ADVN.ZS,78.4443969726563,..,..
Guyana,GUY,Labor force with basic education (% of total labor force),SL.TLF.BASC.ZS,54.0181007385254,..,..
Guyana,GUY,Labor force with intermediate education (% of total labor force ),SL.TLF.INTM.ZS,67.5382995605469,..,..
Guyana,GUY,"Labor force, total",SL.TLF.TOTL.IN,314014,317434,..
Haiti,HTI,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,2.78047,..,..
Haiti,HTI,"Government expenditure on education not specified by level, US$ (millions)",UIS.X.US.UK.FSGOV,..,..,..
Haiti,HTI,Internet users (per 100 people),IT.NET.USER.P2,32.47362713,..,..
Haiti,HTI,Labor force with advanced education (% of total labor force),SL.TLF.ADVN.ZS,..,..,..
Haiti,HTI,Labor force with basic education (% of total labor force),SL.TLF.BASC.ZS,..,..,..
Haiti,HTI,Labor force with intermediate education (% of total labor force ),SL.TLF.INTM.ZS,..,..,..
Haiti,HTI,"Labor force, total",SL.TLF.TOTL.IN,4975289,5080454,..
Heavily indebted poor countries (HIPC),HPC,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..
Heavily indebted poor countries (HIPC),HPC,"Government expenditure on education not specified by level, US$ (millions)",UIS.X.US.UK.FSGOV,..,..,..
Heavily indebted poor countries (HIPC),HPC,Internet users (per 100 people),IT.NET.USER.P2,..,..,..
Heavily indebted poor countries (HIPC),HPC,Labor force with advanced education (% of total labor force),SL.TLF.ADVN.ZS,..,..,..
Heavily indebted poor countries (HIPC),HPC,Labor force with basic education (% of total labor force),SL.TLF.BASC.ZS,..,..,..
Heavily indebted poor countries (HIPC),HPC,Labor force with intermediate education (% of total labor force ),SL.TLF.INTM.ZS,..,..,..
Heavily indebted poor countries (HIPC),HPC,"Labor force, total",SL.TLF.TOTL.IN,309415102,319459242,..
High income,HIC,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..
High income,HIC,"Government expenditure on education not specified by level, US$ (millions)",UIS.X.US.UK.FSGOV,..,..,..
High income,HIC,Internet users (per 100 people),IT.NET.USER.P2,..,..,..
High income,HIC,Labor force with advanced education (% of total labor force),SL.TLF.ADVN.ZS,76.3378512688048,..,..
High income,HIC,Labor force with basic education (% of total labor force),SL.TLF.BASC.ZS,41.646533715113,..,..
High income,HIC,Labor force with intermediate education (% of total labor force ),SL.TLF.INTM.ZS,61.7265641903365,..,..
High income,HIC,"Labor force, total",SL.TLF.TOTL.IN,613771419,615653343,..
Honduras,HND,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,6.06746,..,..
Honduras,HND,"Government expenditure on education not specified by level, US$ (millions)",UIS.X.US.UK.FSGOV,..,..,..
Honduras,HND,Internet users (per 100 people),IT.NET.USER.P2,..,..,..
Honduras,HND,Labor force with advanced education (% of total labor force),SL.TLF.ADVN.ZS,86.3080978393555,..,..
Honduras,HND,Labor force with basic education (% of total labor force),SL.TLF.BASC.ZS,65.4632034301758,..,..
Honduras,HND,Labor force with intermediate education (% of total labor force ),SL.TLF.INTM.ZS,73.0737991333008,..,..
Honduras,HND,"Labor force, total",SL.TLF.TOTL.IN,4499704,4614534,..
"Hong Kong SAR, China",HKG,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,3.32652,3.81058,..
"Hong Kong SAR, China",HKG,"Government expenditure on education not specified by level, US$ (millions)",UIS.X.US.UK.FSGOV,750.01283,1214.77323,..
"Hong Kong SAR, China",HKG,Internet users (per 100 people),IT.NET.USER.P2,..,..,..
"Hong Kong SAR, China",HKG,Labor force with advanced education (% of total labor force),SL.TLF.ADVN.ZS,..,..,..
"Hong Kong SAR, China",HKG,Labor force with basic education (% of total labor force),SL.TLF.BASC.ZS,..,..,..
"Hong Kong SAR, China",HKG,Labor force with intermediate education (% of total labor force ),SL.TLF.INTM.ZS,..,..,..
"Hong Kong SAR, China",HKG,"Labor force, total",SL.TLF.TOTL.IN,3964816,3954606,..
Hungary,HUN,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..
Hungary,HUN,"Government expenditure on education not specified by level, US$ (millions)",UIS.X.US.UK.FSGOV,..,..,..
Hungary,HUN,Internet users (per 100 people),IT.NET.USER.P2,76.07436064,..,..
Hungary,HUN,Labor force with advanced education (% of total labor force),SL.TLF.ADVN.ZS,72.9512023925781,..,..
Hungary,HUN,Labor force with basic education (% of total labor force),SL.TLF.BASC.ZS,28.1079998016357,..,..
Hungary,HUN,Labor force with intermediate education (% of total labor force ),SL.TLF.INTM.ZS,63.8700981140137,..,..
Hungary,HUN,"Labor force, total",SL.TLF.TOTL.IN,4731877,4702655,..
IBRD only,IBD,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..
IBRD only,IBD,"Government expenditure on education not specified by level, US$ (millions)",UIS.X.US.UK.FSGOV,..,..,..
IBRD only,IBD,Internet users (per 100 people),IT.NET.USER.P2,..,..,..
IBRD only,IBD,Labor force with advanced education (% of total labor force),SL.TLF.ADVN.ZS,..,..,..
IBRD only,IBD,Labor force with basic education (% of total labor force),SL.TLF.BASC.ZS,..,..,..
IBRD only,IBD,Labor force with intermediate education (% of total labor force ),SL.TLF.INTM.ZS,..,..,..
IBRD only,IBD,"Labor force, total",SL.TLF.TOTL.IN,..,..,..
Iceland,ISL,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..
Iceland,ISL,"Government expenditure on education not specified by level, US$ (millions)",UIS.X.US.UK.FSGOV,..,..,..
Iceland,ISL,Internet users (per 100 people),IT.NET.USER.P2,99.01095399,..,..
Iceland,ISL,Labor force with advanced education (% of total labor force),SL.TLF.ADVN.ZS,90.2083969116211,..,..
Iceland,ISL,Labor force with basic education (% of total labor force),SL.TLF.BASC.ZS,70.7729034423828,..,..
Iceland,ISL,Labor force with intermediate education (% of total labor force ),SL.TLF.INTM.ZS,83.285400390625,..,..
Iceland,ISL,"Labor force, total",SL.TLF.TOTL.IN,212899,214594,..
IDA & IBRD total,IBT,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..
IDA & IBRD total,IBT,"Government expenditure on education not specified by level, US$ (millions)",UIS.X.US.UK.FSGOV,..,..,..
IDA & IBRD total,IBT,Internet users (per 100 people),IT.NET.USER.P2,..,..,..
IDA & IBRD total,IBT,Labor force with advanced education (% of total labor force),SL.TLF.ADVN.ZS,..,..,..
IDA & IBRD total,IBT,Labor force with basic education (% of total labor force),SL.TLF.BASC.ZS,..,..,..
IDA & IBRD total,IBT,Labor force with intermediate education (% of total labor force ),SL.TLF.INTM.ZS,..,..,..
IDA & IBRD total,IBT,"Labor force, total",SL.TLF.TOTL.IN,..,..,..
IDA blend,IDB,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..
IDA blend,IDB,"Government expenditure on education not specified by level, US$ (millions)",UIS.X.US.UK.FSGOV,..,..,..
